"age.in.dpc" "weight.in.log" "litter"
14.5 5.83188247728352 "FW"
14.5 5.85507192220243 "FW"
14.5 5.14166355650266 "FZ"
14.5 5.24702407216049 "FZ"
14.5 5.28320372873799 "FZ"
14.5 5.32787616878958 "FZ"
14.5 5.33271879326537 "FZ"
14.5 5.34233425196481 "FZ"
14.5 5.35658627467201 "FZ"
14.5 5.36597601502185 "FZ"
14.5 5.38449506278909 "FZ"
14.5 5.39816270151775 "FZ"
15 5.01727983681492 "FAA"
15 5.43372200355424 "FAA"
15 5.46383180502561 "FAA"
15 5.48479693349065 "FAA"
15 5.51342874616498 "FAA"
15 5.51745289646471 "FAA"
15 5.54907608489522 "FAA"
15 5.55295958492162 "FAA"
15 5.55682806169954 "FAA"
15 5.57594910314632 "FAC"
15 5.59098698051086 "FAC"
15 5.605802066296 "FAC"
15 5.61312810638807 "FAC"
15 5.61677109766657 "FAC"
15 5.63835466933375 "FAC"
15 5.67332326717149 "FAC"
15 5.3890717298165 "FAF"
15 5.47227067367148 "FAF"
15 5.50938833662798 "FAF"
15 5.54126354515843 "FAF"
15 5.56452040732269 "FAF"
15 5.57594910314632 "FAF"
15 5.58724865840025 "FAF"
15 5.61677109766657 "FAF"
15 5.62040086571715 "FAF"
15 5.66296048013595 "FAF"
15 5.52545293913178 "FAK"
15 5.6021188208797 "FAK"
15 5.62401750618734 "FAK"
15 5.62762111369064 "FAK"
15 5.63121178182137 "FAK"
15 5.66988092298052 "FAK"
15 5.47646355193151 "FAV"
15 5.48063892334199 "FAV"
15 5.48479693349065 "FAV"
15 5.4971682252932 "FAV"
15 5.51342874616498 "FAV"
15 5.53338948872752 "FAV"
15 5.53733426701854 "FAV"
15 5.55295958492162 "FAV"
15 5.55682806169954 "FAV"
15 5.56068163101553 "FAV"
15 5.56452040732269 "FAV"
15 5.5834963087817 "FAV"
15 5.59098698051086 "FAV"
15 5.50533153593236 "FC"
15 5.54517744447956 "FD"
15 5.55682806169954 "FD"
15 5.55682806169954 "FD"
15 5.60947179518496 "FD"
15 5.62401750618734 "FD"
15 5.65248918026865 "FD"
15 5.65248918026865 "FD"
15 5.68017260901707 "FD"
15.5 5.76519110278484 "FAD"
15.5 5.81413053182507 "FAD"
15.5 5.82008293035236 "FAD"
15.5 5.82304589548302 "FAD"
15.5 5.82600010738045 "FAD"
15.5 5.85220247977447 "FAD"
15.5 5.8636311755981 "FAD"
15.5 5.86929691313377 "FAD"
15.5 5.89715386763674 "FAD"
15.5 5.99893656194668 "FAD"
16 5.79605775076537 "FAI"
16 5.91079664404053 "FAI"
16 5.92692602597041 "FAI"
16 5.95324333428778 "FAI"
16 5.95842469302978 "FAI"
16 5.96870755998537 "FAI"
16 5.99645208861902 "FAI"
16 6.00635315960173 "FAI"
16 6.00881318544259 "FAI"
16 6.01859321449623 "FAI"
16 5.85793315448346 "FAN"
16 5.9427993751267 "FAN"
16 6.00881318544259 "FAN"
16 6.0137151560428 "FAN"
16 6.02344759296103 "FAN"
16 6.03787091992214 "FAN"
16 5.87211778947542 "FAO"
16 6.00635315960173 "FAO"
16 6.02344759296103 "FAO"
16 6.0330862217988 "FAO"
16 6.04025471127741 "FAO"
16 6.11146733950268 "FAO"
16 5.80814248998044 "FAR"
16 5.82600010738045 "FAR"
16 5.84643877505772 "FAR"
16 5.91620206260743 "FAR"
16 5.97635090929793 "FAR"
16 5.97888576490112 "FAR"
16 6.00881318544259 "FAR"
16 6.06610809010375 "FAR"
16 6.07534603108868 "FAR"
16 5.78689738136671 "FF"
16 5.87493073085203 "FF"
16 5.97635090929793 "FF"
16 5.99645208861902 "FF"
16 6.00141487796115 "FF"
16 6.00635315960173 "FF"
16 6.03068526026126 "FF"
16 6.07993319509559 "FF"
17 6.28599809450886 "FAJ"
17 6.29710931993394 "FAJ"
17 6.4281052726846 "FAJ"
17 6.42971947803914 "FAJ"
17 6.44888939414686 "FAJ"
17 6.45204895443723 "FAJ"
17 6.52795791762255 "FAJ"
17 6.53524127101366 "FAJ"
17 6.5410299991899 "FAJ"
17 6.54391184556479 "FAJ"
17 6.62936325343745 "FAJ"
17 6.31716468674728 "FG"
17 6.33859407820318 "FG"
17 6.34212141872115 "FG"
17 6.3578422665081 "FG"
17 6.36818718635049 "FG"
17 6.38519439899773 "FG"
17 6.43294009273918 "FG"
17 6.43454651878745 "FG"
17 6.45047042214418 "FG"
17 6.45204895443723 "FG"
17 6.46925031679577 "FG"
17.5 6.68210859744981 "FAH"
17.5 6.78445706263764 "FAH"
17.5 6.79570577517351 "FAH"
17.5 6.81783057145415 "FAH"
17.5 6.82979373751242 "FAH"
17.5 6.83195356556585 "FAH"
17.5 6.83410873881384 "FAH"
17.5 6.85751406254539 "FAH"
17.5 6.880384082186 "FAH"
17.5 6.95654544315157 "FAH"
18 6.75460409948796 "FAL"
18 6.78332520060396 "FAL"
18 6.80682936039218 "FAL"
18 6.84374994900622 "FAL"
18 6.91671502035361 "FAL"
18 6.91869521902047 "FAL"
18 6.94312242281943 "FAL"
18 6.94697599213542 "FAL"
18 6.98841318199959 "FAL"
18 6.99576615630485 "FAL"
18 6.5792512120101 "FH"
18 6.67959918584438 "FH"
18 6.68085467879022 "FH"
18 6.74641212857337 "FH"
18 6.75110146893676 "FH"
18 6.8330317327862 "FH"
18 6.83410873881384 "FH"
18 6.85435450225502 "FH"
18 6.87316383421252 "FH"
18 6.88857245956536 "FH"
13.5 4.45434729625351 "FI"
13.5 4.59511985013459 "FI"
13.5 4.68213122712422 "FI"
13.5 4.69134788222914 "FI"
13.5 4.76217393479776 "FI"
13.5 4.83628190695148 "FI"
13.5 4.91265488573605 "FI"
