"age.in.dpc" "weight.in.log" "litter"
14 5.01727983681492 "DE"
14 5.02388052084628 "DE"
14 5.04985600724954 "DE"
14 5.08140436498446 "DE"
14 5.11198778835654 "DE"
14 4.57471097850338 "DF"
14 4.58496747867057 "DF"
14 4.65396035015752 "DF"
14 4.82028156560504 "DF"
14 4.85203026391962 "DF"
14 4.93447393313069 "DF"
14 4.93447393313069 "DF"
14 4.9416424226093 "DF"
14 4.96284463025991 "DF"
14 4.96284463025991 "DF"
14 5.05624580534831 "DF"
14 4.76217393479776 "DR"
14 4.93447393313069 "DR"
14 4.96284463025991 "DR"
14 4.969813299576 "DR"
14 5.00394630594546 "DR"
14 5.08140436498446 "DR"
14 5.12989871492307 "DR"
14 4.21950770517611 "DU"
14 4.51085950651685 "DU"
14 4.54329478227 "DU"
14 4.58496747867057 "DU"
14 4.72738781871234 "DU"
14 4.77912349311153 "DU"
14 4.8283137373023 "DU"
14 4.88280192258637 "DU"
14 4.95582705760126 "DU"
14 4.99043258677874 "DU"
14 5.06259503302697 "DU"
14 4.49980967033027 "DY"
14 4.53259949315326 "DY"
14 4.0943445622221 "DY"
14.5 5.2257466737132 "DAD"
14.5 5.25227342804663 "DAD"
14.5 5.37989735354046 "DAD"
14.5 5.52146091786225 "DAD"
14.5 5.2040066870768 "DAF"
14.5 5.26269018890489 "DAF"
14.5 5.31811999384422 "DAF"
14.5 5.33271879326537 "DAF"
14.5 5.40267738187228 "DAF"
14.5 5.40717177146012 "DAF"
14.5 5.41610040220442 "DAF"
14.5 5.43372200355424 "DAF"
14.5 5.4380793089232 "DAF"
14.5 5.44241771052179 "DAF"
14.5 5.44673737166631 "DAF"
14.5 5.46383180502561 "DAF"
14.5 5.47646355193151 "DAF"
14.5 5.48893772615669 "DAF"
14.5 5.29831736654804 "DG"
14.5 5.34233425196481 "DG"
14.5 5.37527840768417 "DG"
14.5 5.39362754635236 "DG"
14.5 5.42934562895444 "DG"
14.5 5.46806014113513 "DG"
14.5 5.48893772615669 "DG"
14.5 5.50125821054473 "DG"
14.5 5.51745289646471 "DG"
14.5 5.54126354515843 "DG"
14.5 5.54517744447956 "DG"
14.5 5.09375020080676 "DH"
14.5 5.27811465923052 "DH"
14.5 5.29330482472449 "DH"
14.5 5.35185813347607 "DH"
14.5 5.37063802812766 "DH"
14.5 5.37527840768417 "DH"
14.5 5.46806014113513 "DH"
14.5 5.48479693349065 "DH"
14.5 5.54126354515843 "DH"
14.5 5.5683445037611 "DH"
14.5 5.62040086571715 "DH"
14.5 5.14166355650266 "DI"
14.5 5.18178355029209 "DI"
14.5 5.18738580584075 "DI"
14.5 5.39362754635236 "DI"
14.5 5.47227067367148 "DI"
14.5 5.50125821054473 "DI"
14.5 5.50938833662798 "DI"
14.5 5.53733426701854 "DI"
14.5 5.54126354515843 "DI"
14.5 5.57215403217776 "DI"
14.5 5.59098698051086 "DI"
14.5 5.59471137960184 "DI"
14.5 5.23110861685459 "DP"
14.5 5.57215403217776 "DP"
14.5 5.65948221575962 "DP"
14.5 5.80211837537706 "DP"
14.5 5.83773044716594 "DP"
14.5 5.90536184805457 "DP"
15 5.20948615284142 "DAB"
15 5.31320597904179 "DAB"
15 5.40267738187228 "DAH"
15 5.47646355193151 "DAH"
15 5.50125821054473 "DAH"
15 5.53338948872752 "DAH"
15 5.55682806169954 "DAH"
15 5.57215403217776 "DAH"
15 5.5834963087817 "DAH"
15 5.59098698051086 "DAH"
15 5.6021188208797 "DAH"
15 5.14166355650266 "DAJ"
15 5.54517744447956 "DAJ"
15 5.59471137960184 "DAJ"
15 5.64897423816121 "DAJ"
15 4.99043258677874 "DJ"
15 5.04342511691925 "DJ"
15 5.2257466737132 "DJ"
15 5.30330490805908 "DJ"
15 5.30826769740121 "DJ"
15 5.31811999384422 "DJ"
15 5.37989735354046 "DJ"
15 5.38449506278909 "DJ"
15 5.4971682252932 "DJ"
15 5.50125821054473 "DJ"
15 5.50938833662798 "DJ"
15 5.52942908751142 "DJ"
15 5.54517744447956 "DJ"
15 5.3890717298165 "DK"
15 5.39816270151775 "DK"
15 5.50125821054473 "DK"
15 5.5683445037611 "DK"
15 5.57972982598622 "DK"
15 5.62401750618734 "DK"
15 5.65248918026865 "DK"
15 5.68017260901707 "DK"
15 5.68357976733868 "DK"
15 5.75574221358691 "DK"
15 5.27811465923052 "DT"
15 5.39816270151775 "DT"
15 5.45958551414416 "DT"
15 5.48893772615669 "DT"
15 5.68357976733868 "DT"
15 5.22035582507832 "DT"
15.5 5.54907608489522 "DAC"
15.5 5.8664680569333 "DAC"
15.5 5.88887795833288 "DAC"
15.5 5.90536184805457 "DAC"
15.5 5.92157841964382 "DAC"
15.5 6.04263283368238 "DAC"
15.5 5.24174701505964 "DL"
15.5 5.31811999384422 "DL"
15.5 5.50938833662798 "DL"
15.5 5.72358510195238 "DL"
15.5 5.73009978297357 "DL"
15.5 5.96870755998537 "DM"
15.5 6.07534603108868 "DM"
15.5 6.07993319509559 "DM"
15.5 6.08449941307517 "DM"
15.5 6.12468339089421 "DM"
15.5 6.16331480403464 "DM"
15.5 6.18001665365257 "DM"
15.5 6.19440539110467 "DM"
15.5 5.4249500174814 "DN"
15.5 5.88332238848828 "DN"
15.5 5.93753620508243 "DN"
15.5 5.94017125272043 "DN"
15.5 5.98896141688986 "DN"
15.5 6.02344759296103 "DN"
15.5 6.05443934626937 "DN"
15.5 6.05678401322862 "DN"
15.5 6.05678401322862 "DN"
15.5 6.0591231955818 "DN"
15.5 6.0913098820777 "DN"
15.5 6.12249280951439 "DN"
15.5 5.62762111369064 "DU"
15.5 5.91079664404053 "DU"
15.5 5.91620206260743 "DU"
15.5 5.4971682252932 "DV"
15.5 5.66988092298052 "DV"
15.5 5.82304589548302 "DV"
15.5 5.82894561761021 "DV"
15.5 5.87211778947542 "DV"
15.5 5.88610403145016 "DV"
15.5 5.89440283426485 "DV"
15.5 6.12468339089421 "DV"
16 5.92692602597041 "DO"
16 5.93224518744801 "DO"
16 5.96870755998537 "DO"
16 5.98645200528444 "DO"
16 6.04973345523196 "DO"
16 6.11368217983223 "DO"
16 6.12029741895095 "DO"
16 6.16541785423142 "DO"
16 6.17586727010576 "DO"
16 6.24610676548156 "DO"
16.5 5.50533153593236 "DW"
16.5 5.6021188208797 "DW"
16.5 5.79301360838414 "DW"
17 6.07073772800249 "DAE"
17 6.19440539110467 "DAE"
17 6.5366915975913 "DAE"
17 6.59441345974978 "DAE"
17.5 6.54391184556479 "DAG"
17.5 6.62936325343745 "DAG"
17.5 6.72383244082121 "DAG"
17.5 6.75460409948796 "DAG"
17.5 6.7719355558396 "DAG"
17.5 6.78105762593618 "DAG"
17.5 6.82110747225646 "DAG"
17.5 6.84694313958538 "DAG"
17.5 6.89467003943348 "DAG"
17.5 6.94889722231331 "DAG"
17.5 6.99484998583307 "DAG"
18.5 6.93634273583405 "DT2"
18.5 6.98564181763921 "DT2"
18.5 7.11720550316434 "DT2"
18.5 7.13329595489607 "DT2"
18.5 7.15851399732932 "DT2"
18.5 7.19893124068817 "DT2"
18.5 7.26403014289953 "DT2"
18.5 7.26961674960817 "DT2"
18.5 7.31588350450979 "DT2"
